monthly_income,time_of_month,savings,guests
6303,30,low,0
2295,21,medium,0
6988,9,high,0
2033,21,medium,1
2957,27,low,0
3935,11,high,0
1988,28,low,0
3189,19,medium,0
5174,27,low,0
5098,7,medium,0
2475,6,low,0
3384,31,medium,0
1183,5,medium,0
7052,31,low,0
8509,28,high,0
7092,23,low,0
2111,26,low,0
2544,14,high,0
5392,31,medium,0
1581,25,low,0
8238,20,medium,0
7116,21,high,0
7617,29,low,0
4475,31,low,0
6837,20,low,0
8275,18,high,0
1298,21,high,0
9189,16,medium,0
2881,9,medium,0
5414,12,high,0
5055,12,low,1
7246,20,high,0
7658,5,low,0
9968,21,medium,0
9307,6,low,0
5008,18,high,1
2806,7,high,1
5506,26,low,0
9727,2,medium,0
5774,8,medium,1
2275,15,high,0
4623,19,medium,0
1032,3,medium,0
9575,20,low,0
7275,4,high,1
5781,15,medium,0
6825,6,low,0
8410,26,medium,0
6309,31,medium,0
2396,7,medium,0
1643,23,medium,0
3880,18,medium,0
2543,2,low,0
8870,9,low,0
1682,26,low,1
5376,15,medium,0
6314,23,high,0
2783,31,high,1
1269,2,medium,0
6708,10,medium,0
4102,15,low,1
3088,3,low,0
9858,11,low,0
1181,23,medium,0
4267,8,high,0
9824,2,high,1
6197,31,low,0
1885,5,high,0
6372,28,medium,0
4352,31,medium,0
7919,24,high,0
9390,24,high,0
4861,19,low,0
8583,21,low,0
7112,20,low,0
2438,3,low,0
7175,10,low,1
3849,12,low,0
4885,10,high,0
2328,24,high,0
3253,28,low,0
1803,5,medium,0
4659,29,high,0
1560,12,medium,0
2831,25,medium,0
7590,29,medium,0
5660,20,high,0
2742,7,high,0
6069,29,low,0
1558,19,medium,0
8236,28,high,0
2631,25,high,0
9143,20,medium,0
2888,16,high,0
8115,27,high,0
6174,12,high,0
4007,15,low,0
3448,18,medium,1
3224,27,low,0
9587,15,high,0
3761,24,low,0
5651,17,medium,0
9455,3,high,0
9344,31,low,0
3385,2,low,0
5552,16,high,0
7455,8,high,0
6379,10,medium,0
9464,23,low,0
9167,8,medium,0
4776,21,high,0
6959,11,low,0
2156,1,high,0
1843,26,high,1
5358,14,high,0
6151,16,high,0
5224,14,low,0
3867,16,high,0
7060,1,low,0
9301,30,high,0
8867,9,medium,0
3022,12,high,0
6896,2,low,0
2586,30,medium,0
9595,18,medium,1
5388,6,medium,0
2721,2,high,0
4372,11,low,0
9921,5,high,1
4757,7,high,0
1377,4,high,0
3759,12,low,0
2327,26,low,0
3351,31,low,0
8651,11,high,0
7852,13,high,0
4618,7,low,0
7598,2,high,0
4263,11,low,0
9474,6,medium,1
3162,18,medium,0
2501,14,high,0
1710,2,low,0
7167,7,low,0
9897,23,medium,0
3965,6,medium,0
5942,15,low,0
5774,22,high,0
3980,22,high,0
9262,31,medium,0
8824,4,medium,0
3448,18,medium,0
4448,8,high,0
9505,5,low,0
2576,16,medium,0
8770,8,medium,0
1693,28,high,0
5506,12,medium,0
3790,1,low,0
4367,21,medium,0
3148,23,low,0
1525,28,low,0
8717,1,high,0
1154,16,medium,0
2409,6,high,0
4140,28,low,0
4346,22,high,0
2586,14,low,0
1154,8,high,0
5977,23,medium,1
2222,16,high,0
6012,21,high,0
7022,8,low,0
9163,6,low,0
6209,19,low,0
6820,9,high,0
6647,13,medium,0
1183,9,high,0
3121,22,medium,0
4184,30,medium,0
9778,27,high,0
6324,1,high,0
7157,13,high,0
9949,24,medium,0
9531,14,low,1
1224,20,high,0
8341,4,high,0
6365,1,high,0
4307,27,low,1
3876,2,high,1
3142,5,medium,0
3171,23,low,0
4508,1,medium,0
2765,28,low,0
9719,17,high,0
6229,18,high,0
9153,21,high,0
5575,3,low,0
3391,17,low,0
3641,27,low,0
1748,5,high,0
5042,6,high,0
4953,23,high,0
8958,18,medium,0
4648,11,medium,0
7514,7,low,0
9482,16,high,0
4412,14,high,0
9804,27,high,0
9091,17,medium,0
7333,23,low,0
7479,13,high,0
9338,4,low,0
8333,31,medium,1
3461,5,low,0
6422,9,high,0
1035,5,low,0
2362,28,high,0
2664,8,high,1
6101,18,medium,0
1366,4,low,1
2678,29,high,0
9929,6,low,0
2053,8,high,1
5940,29,low,0
2364,7,low,0
6882,1,low,0
2371,5,high,0
3538,20,high,0
9800,1,medium,0
8695,26,high,0
4121,18,high,0
3287,23,high,1
5102,30,high,0
6544,8,high,0
7964,22,medium,0
3348,18,high,0
6701,3,low,0
3125,26,high,0
9358,12,medium,0
9412,29,medium,1
7818,4,medium,0
8169,7,medium,0
4207,26,high,0
8216,3,high,0
4048,24,high,0
4059,3,high,0
1528,7,high,0
5109,12,low,1
5575,26,low,0
8137,28,medium,0
8651,24,low,0
5753,14,low,0
7618,18,low,1
4792,21,medium,1
3656,2,medium,0
2563,10,low,0
6716,21,low,0
5436,28,low,0
8666,23,medium,0
5770,15,medium,0
2086,23,medium,0
5274,14,high,0
8233,28,low,0
7658,27,high,0
7685,16,low,1
3756,30,high,0
8925,21,medium,0
9382,23,high,0
8199,30,low,0
3160,27,high,0
4356,4,medium,0
1494,22,medium,0
8301,29,low,0
6491,4,low,0
4941,28,medium,0
3815,24,low,0
6588,16,medium,0
1120,17,high,0
4578,24,medium,0
7203,22,high,0
1688,10,medium,0
6578,25,low,0
6402,8,medium,0
4850,8,low,0
5168,24,medium,0
2254,20,high,0
3350,31,medium,1
9408,6,high,1
9289,23,medium,1
9051,14,high,0
9260,5,high,0
4471,21,low,0
9993,18,low,0
3072,7,medium,0
2316,24,low,0
9433,20,medium,0
9573,24,medium,0
9600,3,medium,0
6706,27,medium,0
4084,12,medium,0
3933,24,medium,0
7132,11,medium,0
4520,14,medium,0
7328,14,low,0
7508,30,medium,0
2568,2,high,0
6817,25,medium,0
3841,29,low,0
5319,4,low,1
4098,12,medium,0
3348,8,high,0
6611,30,high,0
4640,2,high,0
2670,27,high,1
6163,24,low,0
4889,6,low,0
4007,24,medium,0
6535,29,high,0
6525,14,high,0
5713,26,high,0
7040,14,low,1
5534,29,medium,0
4260,21,low,0
5195,27,high,0
9007,24,medium,0
5669,12,medium,0
3842,24,high,1
5924,4,high,0
8108,24,low,0
9377,5,medium,0
9700,5,medium,0
2520,27,high,0
3950,1,low,0
5561,8,low,0
7346,3,medium,0
4962,7,high,0
7785,10,high,0
3411,19,low,0
8725,6,medium,0
1949,27,high,0
5522,3,high,0
2967,3,low,0
3523,30,high,0
2311,20,low,0
5585,28,high,0
6510,21,low,0
5765,16,medium,0
2278,1,medium,0
3797,30,high,0
7916,12,medium,1
4968,24,low,0
3575,10,low,0
5013,25,low,1
5399,25,low,0
1319,4,low,0
4673,5,medium,0
8508,18,medium,0
7149,30,high,0
3908,13,medium,0
6616,18,low,0
9375,20,medium,0
2829,11,medium,0
2204,25,medium,0
8269,17,low,0
4061,15,low,0
1658,4,low,0
3643,13,high,0
7320,28,low,0
7411,2,low,0
4354,16,medium,0
5973,19,low,1
8103,7,high,0
6670,3,medium,0
6506,31,high,1
3046,12,medium,0
9838,5,high,0
5260,1,low,0
4075,29,medium,1
9023,30,medium,0
7519,9,medium,0
4888,24,low,0
2042,30,low,0
4782,20,medium,0
7627,28,medium,1
1038,20,medium,1
6341,17,high,0
6098,29,low,0
2531,26,high,0
9944,15,medium,0
9870,18,low,0
6047,1,high,0
3822,8,low,0
2962,26,high,0
4310,10,high,0
3004,19,low,0
7709,1,medium,0
3846,20,high,0
8861,3,high,0
2812,17,medium,1
9518,12,medium,0
4578,9,low,0
4758,17,high,0
9847,18,high,0
4820,21,medium,0
5827,26,medium,0
9948,18,low,0
3842,4,low,0
6610,16,medium,0
3747,12,high,0
8409,10,high,0
9231,12,medium,0
9354,1,low,1
7509,9,high,0
9544,17,high,0
9319,19,low,0
3403,21,low,0
9982,22,low,1
4501,8,medium,1
3305,7,high,0
2194,2,medium,0
4334,10,high,0
2640,15,low,0
1597,13,low,0
3229,23,low,0
8648,23,medium,0
3586,31,low,0
3756,13,low,0
4884,6,medium,0
3118,16,high,0
3140,29,medium,0
1905,24,medium,1
1085,12,medium,0
3277,3,medium,0
7307,4,low,0
8228,11,high,0
9697,6,medium,0
1502,16,low,0
3890,15,high,0
1152,15,medium,0
6980,20,high,0
5121,17,low,0
3309,14,medium,0
1962,3,medium,0
4007,22,medium,0
9968,14,medium,0
4869,9,low,0
2593,24,high,0
6585,12,high,0
7233,4,low,0
4016,12,low,0
4481,19,medium,0
3688,5,medium,0
7602,22,high,0
9542,26,low,0
3759,6,high,0
9687,30,low,0
8236,31,low,0
5059,30,high,1
1289,28,medium,0
4090,26,medium,0
5598,13,high,0
1606,21,medium,0
5574,21,medium,0
1759,26,low,0
1484,21,medium,0
2367,22,low,0
1522,20,low,0
9259,24,medium,0
4877,9,medium,1
5683,25,medium,0
3542,15,high,0
3910,10,medium,0
4071,13,medium,0
2392,22,medium,0
5785,27,high,0
7805,5,high,0
6777,18,low,0
8112,12,low,0
1158,2,low,0
2233,24,medium,0
6394,6,high,0
7084,5,low,0
7168,12,low,0
1747,25,high,1
3004,15,low,0
6836,22,low,0
5664,15,medium,0
8371,18,medium,0
8074,28,low,0
6825,31,low,0
8647,1,medium,0
9612,5,low,0
9805,14,medium,0
4964,9,medium,0
5561,14,high,0
7445,21,high,0
8105,20,low,0
3424,31,high,1
3882,11,high,0
5470,5,low,0
6384,27,medium,0
9217,24,medium,0
7910,27,medium,0
2700,23,low,0
2881,27,low,0
3524,27,low,0
5947,19,medium,0
3656,12,medium,0
3336,30,high,0
1831,23,low,0
6801,17,medium,0
5951,22,high,0
3285,17,medium,0
6133,5,high,0
6163,4,medium,0
2311,28,medium,0
9415,28,medium,0
9239,28,medium,0
8173,21,low,0
7377,15,low,0
3055,30,low,0
3946,2,medium,1
2693,19,medium,0
2038,28,low,0
9981,2,low,0
8903,29,high,0
7541,22,medium,0
6371,7,medium,1
5649,16,high,0
8804,25,low,0
2255,3,medium,0
2714,31,medium,0
8532,26,high,0
9511,9,medium,0
1697,21,medium,0
4921,31,low,0
3644,24,high,0
6383,23,high,0
7575,15,low,1
5640,27,medium,0
6751,6,high,0
8830,6,medium,0
5670,9,high,0
8536,8,low,1
3958,4,medium,0
9962,28,medium,0
5678,19,low,0
5324,19,medium,0
6680,21,medium,0
7435,21,medium,0
1130,30,high,0
7862,7,high,0
7951,7,high,0
1724,28,low,1
4512,26,low,0
4839,9,medium,0
7887,2,low,0
1135,8,low,0
8895,8,low,0
4069,29,low,0
1973,25,low,0
4444,27,high,0
9052,12,low,0
5744,15,low,0
1113,1,low,0
8145,27,high,0
6773,1,medium,0
3379,28,high,0
1238,20,medium,0
3512,8,high,0
9558,13,high,0
8192,14,low,0
2835,18,medium,0
3981,22,high,0
1434,1,high,0
1012,7,medium,0
7235,16,low,0
8839,6,low,0
3998,22,medium,0
2345,15,medium,0
1993,24,high,1
3282,17,low,1
1569,23,high,0
9993,15,low,0
3587,17,high,0
4849,22,high,1
1058,12,high,0
9508,14,high,0
3479,6,low,0
5978,4,high,0
9574,24,high,0
1703,9,low,0
3947,17,low,0
5403,14,medium,0
8745,11,medium,1
7469,3,medium,0
4713,15,high,0
6883,1,low,0
1380,2,low,0
3028,16,low,0
3931,3,medium,0
9006,18,medium,0
3561,4,low,0
4577,27,high,0
6156,24,medium,1
5404,11,high,0
1124,5,medium,0
6709,23,medium,0
5010,14,medium,0
2825,25,high,1
2084,17,high,0
2002,23,high,0
9399,25,low,0
2385,17,high,1
4996,16,high,0
2082,30,medium,0
7691,11,high,0
4963,1,medium,0
4351,15,high,0
1556,30,high,0
2777,11,low,0
3898,29,medium,0
9987,30,medium,0
2903,22,medium,0
5492,24,medium,0
9652,8,medium,0
4871,13,high,0
1087,5,low,1
7763,4,medium,0
9806,3,low,0
1095,2,high,0
8011,6,high,0
1129,23,low,0
8090,10,medium,1
3087,10,low,0
4785,30,high,0
1063,22,high,0
1473,14,high,0
4111,18,low,0
2109,13,high,0
2900,8,low,0
3955,31,high,0
2571,18,medium,0
2652,13,medium,0
6599,28,low,0
3184,23,high,0
1921,16,high,0
5743,12,medium,1
7950,29,low,0
4311,19,low,0
4914,14,medium,1
8363,11,low,0
2099,4,low,0
7963,30,medium,0
8792,5,low,0
2836,30,high,0
6971,3,high,0
5389,25,low,0
4489,3,high,0
7764,21,low,0
6382,17,low,1
6029,7,medium,1
7766,8,high,0
9912,29,high,0
8534,20,high,0
4784,28,low,0
2842,12,low,0
2867,31,medium,0
1245,23,medium,0
6352,12,high,0
9788,13,medium,0
6000,14,high,0
8680,25,medium,1
6004,12,high,0
1541,2,medium,0
3686,11,low,0
9308,13,medium,0
9769,19,low,0
2630,27,low,0
6455,16,high,1
9596,23,high,0
8830,25,low,0
9758,23,low,0
4035,13,medium,0
6320,14,medium,0
7890,21,high,0
8054,15,medium,1
2271,15,high,0
7425,10,medium,0
3237,25,high,0
3460,25,high,0
9514,9,medium,0
7488,25,medium,0
8481,9,high,0
5183,19,medium,0
3810,17,medium,0
8403,24,low,0
1449,20,low,0
6533,4,medium,0
4836,26,high,0
2632,2,low,1
9855,27,low,0
5217,31,low,0
5947,30,low,0
9322,11,low,0
2929,21,high,0
6396,20,low,0
6632,15,high,0
6518,25,low,0
8744,31,low,0
2951,17,low,0
2295,22,medium,0
5982,4,low,0
8150,24,low,0
3722,18,low,0
4718,23,high,1
4861,18,high,0
8981,25,high,0
1351,27,low,0
1102,6,low,0
9038,12,medium,0
7488,26,high,0
8002,7,high,0
9141,9,medium,0
5435,28,medium,0
7726,19,medium,0
9581,22,medium,0
7248,3,medium,0
1458,23,low,0
8783,10,high,0
6006,5,high,0
2258,27,low,0
8264,12,low,0
5364,21,medium,0
2541,1,low,1
7022,8,medium,0
2692,24,high,0
8709,8,medium,0
1001,28,low,0
7398,5,medium,0
7043,1,medium,0
1984,19,medium,0
4209,8,low,0
6301,6,low,0
1243,22,high,0
6327,17,low,0
3592,28,high,0
6476,29,high,0
8715,8,high,0
8774,2,high,0
1467,18,low,1
9104,6,high,0
9881,4,medium,0
7402,13,medium,0
9725,20,high,0
5765,7,medium,0
4221,31,high,0
8718,28,medium,0
1087,1,high,0
1934,23,low,0
8866,17,medium,0
9924,25,low,0
5905,8,medium,0
5257,18,low,0
4635,28,low,1
5339,18,medium,0
1403,31,medium,0
3742,19,low,0
3772,27,high,0
6279,30,high,0
2626,23,medium,0
7188,18,low,0
8633,28,high,0
7543,2,medium,0
5065,24,low,0
3797,16,medium,0
8958,14,low,0
4261,25,medium,0
4949,7,high,0
9919,15,high,1
8239,21,low,0
8456,25,high,0
7061,23,high,0
2425,12,low,0
2122,15,low,0
3218,28,high,0
8676,3,medium,0
4154,3,high,0
1252,22,high,0
5559,21,high,0
3572,7,high,0
8521,10,medium,0
7130,23,medium,0
7488,7,low,0
1654,6,high,0
2367,7,medium,0
3286,27,medium,0
9346,12,low,0
3427,9,medium,0
3770,13,high,0
8564,12,high,0
9730,6,low,0
6710,14,medium,0
2150,13,medium,0
9055,5,medium,0
7375,1,high,0
5113,26,high,0
6010,30,low,0
6132,15,low,0
3848,4,high,0
6047,2,low,1
3750,21,medium,0
3711,7,high,0
7400,11,low,0
9277,22,low,0
1526,7,medium,0
5618,25,low,0
2419,1,high,0
7545,2,high,0
3981,24,medium,0
5153,20,high,0
9433,28,medium,0
7711,8,medium,0
4069,8,low,0
3837,1,high,0
5158,26,high,0
8912,14,high,0
6222,19,medium,0
7879,13,low,0
8934,4,high,0
8506,31,medium,0
8554,15,low,0
6310,6,medium,0
9407,2,medium,0
6472,5,low,0
3212,12,medium,1
2819,15,medium,0
6083,4,medium,0
6854,24,medium,1
9206,8,low,0
7748,9,medium,0
3626,25,low,0
7488,6,high,0
4340,1,high,0
7480,3,high,0
7263,10,low,0
4199,25,high,0
5702,10,medium,0
5745,25,high,0
8158,12,medium,0
5170,9,high,0
2556,18,medium,0
4983,27,high,0
8492,7,medium,0
2558,15,high,0
6100,31,high,0
3662,18,high,0
7396,21,medium,0
1319,24,low,0
3017,9,medium,0
2999,2,high,0
1269,12,medium,0
4321,18,low,1
7513,16,low,0
9887,30,low,0
1616,27,low,1
4132,1,medium,0
8194,10,medium,0
9764,29,low,0
7352,1,low,0
3258,28,high,0
6146,31,low,0
4500,31,high,0
4710,13,medium,0
7303,26,low,0
5722,8,medium,0
4049,26,high,0
9178,15,medium,0
8998,13,low,0
9173,9,high,0
2231,25,medium,1
4040,22,low,0
3306,19,high,0
9087,21,high,0
5264,19,high,0
1630,19,low,1
5822,1,medium,0
9485,13,high,0
9391,10,high,0
4896,16,high,1
8895,28,medium,1
9280,21,high,0
4915,15,high,0
4016,20,high,1
4403,25,medium,0
2189,12,medium,0
8559,14,high,0
3397,4,low,0
8333,1,low,1
7964,4,high,0
9847,14,high,0
7321,28,high,0
1862,7,medium,0
8982,14,low,0
2735,28,medium,0
4545,8,low,0
3606,31,low,1
8005,14,medium,0
3260,26,high,0
3311,6,medium,0
7541,25,low,0
5773,18,low,0
8290,8,low,0
9357,11,high,0
3583,15,low,0
2612,25,high,0
4020,23,high,0
4202,1,medium,0
3734,17,medium,0
8973,8,medium,0
3904,11,high,0
7495,8,medium,0
6903,29,high,0
3823,22,high,1
5484,6,medium,0
3669,25,high,0
6412,14,medium,0
5856,13,medium,0
8813,21,low,0
8999,23,high,0
8078,31,high,1
4241,2,medium,0
1002,8,medium,1
4561,24,low,0
2611,10,high,0
1556,10,low,0
6930,29,high,0
8375,11,medium,0
1993,27,high,0
6695,16,high,0
1211,16,high,0
6696,31,low,0
1410,3,high,0
7302,13,low,0
3998,8,high,1
6430,19,high,0
5133,2,high,0
1897,28,medium,0
7691,26,low,0
9388,6,high,0
6107,20,medium,0
2079,28,medium,0
6066,25,high,0
6574,9,low,0
1237,30,high,0
3293,31,low,0
8586,14,medium,0
7056,12,low,0
2310,19,low,0
9872,15,low,0
3911,20,low,0
4872,9,low,0
5412,23,high,0
7319,9,medium,0
3868,13,low,0
3012,10,medium,0
1738,12,high,0
8238,15,high,0
4438,28,low,0
7023,6,high,0
7122,13,high,0
6643,19,medium,0
3675,14,low,1
2708,25,low,0
5836,12,medium,1
1594,24,medium,0
5128,11,high,0
9831,30,medium,0
3307,6,high,0
1419,22,high,0
7516,6,high,0
9250,29,medium,0
9642,21,high,0
5477,31,medium,1
3490,16,low,0
3713,13,low,0
6738,1,low,0
8094,22,medium,0
7833,30,medium,0
4735,6,medium,0
3873,17,low,0
1020,14,low,0
3191,3,medium,1
9320,6,high,0
7112,29,low,0
8477,5,high,0
2324,25,low,0
2468,25,medium,0
8146,30,low,0
5309,11,medium,0
8749,12,high,0
4026,31,medium,0
1769,10,medium,0
3949,27,low,0
5350,3,low,0
3372,8,medium,0
4796,11,medium,0
5620,11,high,0
3566,5,medium,0
5840,29,low,0
4587,25,medium,0
3507,2,low,0
2130,22,medium,0
5823,17,high,0
3564,14,medium,0
1863,24,low,0
7911,14,medium,0
7045,18,low,0
5947,11,medium,0
4195,9,low,0
9631,14,low,0
4068,5,high,0
3912,7,medium,0
8757,16,low,0
6347,11,medium,0
9418,30,low,0
1962,31,low,0
6566,9,low,0
3662,9,medium,0
5251,9,high,0
4307,2,low,0
9421,23,medium,0
5631,3,high,0
9948,3,high,0
6096,19,medium,0
3263,1,medium,0
2016,12,high,0
8834,20,low,0
8813,7,high,0
1115,30,medium,0
6196,31,high,0
7099,14,medium,0
9055,15,medium,0
4214,1,medium,0
2664,29,medium,0
6936,14,medium,0
9073,21,high,0
2489,8,low,0
5264,29,low,0
8662,9,low,0
8040,30,low,0
6031,30,low,1
4117,10,medium,1
8679,1,medium,0
5013,27,high,1
4563,27,low,0
7435,10,high,0
8099,18,medium,0
8173,3,high,0
5616,2,high,0
3014,29,high,0
6123,17,low,0
4203,28,low,0
7802,8,high,0
4726,21,medium,1
9646,14,high,0
9922,10,high,0
3803,21,medium,0
3270,3,medium,0
5567,16,low,0
3199,19,low,0
4214,7,low,0
7882,29,high,0
4914,10,high,0
7211,18,high,0
6411,13,low,0
6369,13,low,1
9633,5,high,0
4641,12,low,1
1562,22,medium,1
6072,19,high,0
9006,22,low,0
3585,21,high,1
3913,7,medium,0
1146,15,low,0
1202,9,low,0
4834,31,low,0
3210,20,medium,0
4898,5,low,0
2945,2,low,0
9698,27,high,1
3345,10,low,0
5024,28,low,0
9759,13,low,0
4433,13,medium,0
1983,29,low,0
1123,26,medium,0
1021,17,high,0
9347,26,high,0
3291,28,low,0
4803,4,high,0
7332,3,high,0
9559,6,medium,0
9643,31,low,0
4406,24,high,0
5039,5,high,0
7264,7,high,0
1736,3,high,0
8151,28,low,0
8488,1,low,0
4136,22,medium,0
1408,11,high,0
9513,3,high,0
6681,6,medium,1
2855,17,medium,0
5018,11,high,0
4242,29,medium,0
9458,30,low,0
8002,6,low,0
6025,16,medium,1
9480,4,medium,0
5244,1,high,0
1883,9,high,0
3263,8,high,0
9100,25,high,0
4686,11,medium,0
3977,4,low,0
4076,27,low,0
9911,26,high,1
2637,15,high,0
1303,11,medium,0
9247,17,high,0
2598,13,medium,0
5611,20,medium,0
1278,26,low,0
3717,2,medium,0
5727,3,high,0
3472,25,low,0
8374,12,medium,0
9550,29,low,0
2013,20,high,0
8107,16,low,0
3108,23,low,0
4318,16,medium,0
3914,4,low,0
7350,16,medium,0
1256,8,low,0
9761,24,high,0
8126,31,high,0
2038,14,high,0
4054,10,low,0
2606,4,medium,1
1906,5,medium,0
6024,18,low,0
5384,17,high,0
2604,1,low,0
3143,5,low,0
5611,24,low,0
5927,17,medium,0
4432,11,medium,0
8775,12,medium,1
9079,1,high,0
5095,29,low,1
5715,29,medium,0
1765,7,medium,0
2584,17,high,0
8877,7,low,0
7748,9,high,0
9958,27,high,0
7656,17,low,0
6042,13,high,0
7832,19,high,0
8087,15,medium,0
2804,23,medium,0
1619,15,medium,0
9535,7,low,0
7889,18,medium,0
5132,11,medium,0
6763,19,medium,0
2992,1,medium,0
1173,14,low,0
3595,21,high,0
3370,14,high,0
2999,2,medium,1
7101,6,medium,1
9342,6,low,0
8955,16,low,0
8178,21,low,0
6381,17,medium,0
8314,8,medium,0
7806,18,high,0
5415,11,low,0
6955,11,low,0
2515,7,low,1
2804,5,low,0
2958,7,high,0
2404,7,low,0
2596,19,low,0
6267,2,medium,0
5262,17,medium,0
9657,15,medium,0
6594,23,low,0
7527,10,medium,0
5487,21,low,0
2786,10,medium,0
4962,3,medium,0
6688,18,high,0
8900,9,high,0
1874,11,low,0
9816,22,medium,0
9010,2,low,1
8668,11,low,0
1417,15,medium,0
1904,4,medium,0
1068,3,medium,0
9732,1,medium,0
1694,30,medium,0
8557,28,medium,0
8548,20,high,0
8679,28,medium,0
5659,22,medium,0
2107,14,high,0
5716,14,low,0
8222,29,low,0
1272,22,high,0
9790,5,medium,0
8487,22,low,0
8254,10,high,0
2603,24,low,0
6329,5,low,0
1309,14,medium,0
6555,30,low,0
4104,27,high,0
1730,31,high,0
3567,18,high,0
3933,27,high,0
4320,18,low,1
8513,5,medium,0
7594,11,low,0
3607,16,low,0
9030,27,high,0
8956,26,high,0
6424,1,low,0
4315,31,high,0
4911,2,low,0
4046,10,high,0
6828,14,low,0
7605,22,medium,0
6878,26,low,0
6342,3,medium,0
1722,15,low,0
8002,5,medium,0
9099,10,medium,0
8778,16,medium,0
7501,7,high,0
2833,1,medium,0
6444,20,high,0
4824,16,low,1
5206,14,medium,0
6021,13,low,0
1714,9,low,1
4421,22,medium,0
3360,30,high,0
4592,2,high,0
2297,28,high,0
1986,25,medium,0
6416,7,medium,0
6836,10,low,0
2736,18,high,0
3784,20,high,0
9132,6,high,0
5702,4,low,0
9069,22,medium,0
2530,24,medium,1
5405,18,low,0
8387,30,low,0
9444,14,medium,0
1205,22,high,0
1140,19,low,0
4585,23,low,0
4807,11,low,0
8555,23,medium,0
4330,12,medium,0
2507,18,low,0
8929,21,medium,0
8727,18,medium,0
9027,7,high,0
5967,13,high,0
8962,8,medium,0
1638,20,high,0
4376,30,medium,0
1053,5,low,0
3830,16,high,1
8999,2,high,0
6056,4,high,0
7659,7,medium,0
4858,22,medium,0
1513,3,high,0
7882,15,high,0
9293,1,low,0
3605,17,medium,0
9503,18,medium,0
4214,9,high,0
6678,4,high,0
5845,6,high,0
4621,10,medium,0
5874,12,high,0
5781,8,low,0
6105,3,high,0
7676,26,medium,0
8889,29,high,0
3726,21,high,0
4014,5,medium,0
4092,6,medium,0
8011,29,high,0
2403,14,low,0
6858,26,medium,0
7895,8,medium,0
4266,10,low,0
3444,16,low,0
8392,30,low,0
7627,11,medium,0
5734,4,medium,0
7160,22,low,0
1756,17,high,0
3249,5,high,0
5487,23,medium,0
3278,13,high,0
8028,17,medium,0
5294,11,medium,0
6036,19,high,0
1166,5,medium,0
9413,28,high,0
8869,8,medium,0
3770,4,medium,0
6855,3,high,0
5817,18,high,0
5386,2,low,1
2663,6,high,0
5981,1,medium,0
7900,24,high,0
3960,1,low,0
5330,12,low,0
7068,19,high,0
8718,2,medium,1
1579,27,high,0
3763,4,medium,1
9503,28,low,0
1034,23,medium,0
2636,9,low,0
7931,3,high,0
8938,30,medium,0
3770,17,medium,0
8265,8,medium,0
1067,17,low,0
5396,18,high,0
1827,6,low,0
5859,22,medium,0
2147,26,medium,1
4934,11,medium,0
3748,1,high,0
3161,16,high,0
8812,24,high,0
4457,15,medium,0
3857,3,high,0
4168,13,medium,0
6945,17,medium,0
7843,15,low,0
1415,30,high,0
6970,4,medium,1
9678,11,high,0
6248,15,low,0
5590,22,medium,0
6503,6,medium,0
8960,18,high,0
5482,17,high,0
3087,12,high,0
5428,31,low,0
2056,14,high,0
7891,2,medium,0
1132,31,medium,0
1500,14,low,0
4308,18,medium,0
2285,29,medium,0
4919,17,high,0
8716,27,high,1
3414,13,high,0
1292,28,medium,0
2321,3,low,0
9735,8,medium,0
1112,13,high,0
2907,5,high,0
6377,6,medium,0
4595,19,medium,0
3697,7,low,0
2589,13,low,0
6734,12,high,0
6971,17,low,0
4888,17,high,0
1106,18,medium,0
1417,23,medium,0
9284,19,high,0
2826,27,medium,0
9439,16,high,0
5930,20,medium,0
6644,11,low,0
5525,14,high,0
9079,21,high,0
3403,30,low,0
2106,30,low,0
5855,10,low,0
4405,29,high,0
6712,17,high,0
5221,1,low,0
8452,11,high,0
9868,17,low,0
9418,26,medium,0
4210,20,medium,0
2413,7,low,0
1562,15,high,1
9029,31,medium,0
5488,4,low,0
7283,6,medium,0
2398,10,low,0
4498,29,medium,0
3520,27,high,0
8989,15,low,0
8494,8,medium,0
6318,1,low,0
6889,4,low,0
1858,20,medium,1
1472,30,high,0
3573,21,medium,1
3677,7,medium,0
2088,19,medium,0
9033,17,medium,0
5562,23,high,0
6115,11,low,0
6440,17,high,1
6757,9,high,0
8029,15,low,1
2651,30,high,0
6822,3,medium,0
9942,17,medium,0
3963,17,medium,0
8195,19,medium,0
9503,3,low,0
3091,6,medium,0
7080,24,high,0
5344,7,medium,0
2571,29,high,0
2614,22,low,1
3386,10,medium,0
4774,22,low,1
6558,5,low,0
4619,19,medium,0
6147,21,medium,0
7531,20,high,0
3279,5,high,0
5816,28,medium,0
4435,16,high,1
5989,16,low,0
7321,27,medium,0
6196,3,high,0
4785,16,low,0
7729,3,medium,0
7285,15,low,0
9189,6,low,0
7543,30,low,1
8645,29,low,0
3842,23,medium,0
8182,10,high,1
1283,27,low,0
2289,20,medium,0
3974,5,medium,0
4204,15,low,0
4589,19,low,0
5384,19,high,0
5415,4,high,0
9432,4,low,1
4179,24,medium,0
7511,1,high,0
4928,15,medium,0
3205,20,medium,0
6559,30,low,0
5970,18,low,0
9196,19,high,0
1679,1,high,0
3310,23,low,0
3242,14,medium,0
6308,14,low,0
3338,12,low,0
1862,14,low,0
1044,31,medium,0
3289,6,low,0
